0.000555501,15.5474
0.0611123,15.5914
0.117257,6.0209
0.167698,3.02108
0.218882,15.6541
0.268814,15.7816
0.316453,16.1136
0.36505,4.01083
0.419892,0.921823
0.468164,15.1164
0.517677,0.911033
0.56532,0.908375
0.612958,0.907347
0.660864,0.918363
0.708062,0.903343
0.755823,4.84638
0.802324,2.04251
0.849448,15.461
0.896278,0.885904
0.944026,0.883346
0.991921,0.891745
1.03915,0.883882
1.08743,0.893219
1.13531,15.2756
1.18384,0.881375
1.23171,0.875742
1.27963,0.875882
1.32592,3.51386
1.37397,15.2322
1.42035,0.870805
1.46794,0.885104
1.51503,0.886918
1.56341,0.866557
1.60996,0.871731
1.66216,0.869126
1.71017,0.871751
1.75905,0.864673
1.80575,0.86811
1.85457,0.863247
1.90256,0.868279
1.95032,12.274
1.99807,0.872552
2.04568,0.862672
2.09286,1.91189
2.14032,0.861775
2.18717,0.861538
2.23542,0.861873
2.28403,0.861368
2.33182,0.863881
2.38012,0.861589
2.42745,0.861542
2.47365,1.1154
2.52011,0.860703
2.56624,0.860546
2.61229,0.861568
2.65805,0.86077
2.703,0.870604
2.74896,1.19446
2.79558,0.862816
2.84144,0.860353
2.88799,0.893702
2.93647,0.862393
2.98429,0.859755
3.03072,0.859777
3.07852,0.860099
3.12487,0.861218
3.17135,0.859626
3.21859,0.859836
3.26547,0.85957
3.31216,0.85975
3.36069,0.859883
3.40652,0.859756
3.45459,0.859457
3.50141,0.86009
3.54771,0.8599
3.59412,1.22456
3.64078,1.51414
3.68714,0.862189
3.73436,0.85941
3.78082,0.863074
3.82846,0.859415
3.87547,0.859355
3.92314,0.86048
3.9712,0.859065
4.01668,0.858971
4.06409,0.8592
4.11152,0.859116
4.1584,0.859491
4.20556,0.859858
4.25299,0.859577
4.29982,0.858849
4.3462,0.860665
4.39313,0.85918
4.44114,0.966998
4.48945,0.859032
4.53604,0.947578
4.58343,0.858816
4.6305,0.858843
4.67781,0.861047
4.72569,0.858865
4.77343,0.858755
4.82012,0.858765
4.86695,0.858735
4.913,0.858702
4.96002,0.858761
5.00789,0.858982
5.05638,0.858873
5.10517,0.883339
5.1523,0.858924
5.19981,0.865501
5.24663,0.858819
5.2942,0.858686
5.34171,0.858738
5.38797,0.85876
5.43505,0.858688
5.48091,0.858996
5.52822,0.858751
5.57623,0.877146
5.62335,0.886524
5.67036,0.858625
5.71856,0.858708
5.76732,0.858618
5.81662,0.858732
5.86368,0.858608
5.91052,0.858579
5.95824,0.858605
6.00534,0.89307
6.05212,0.858552
6.09819,0.858728
6.14541,0.858555
6.19244,0.870228
6.23943,0.858529
6.28702,0.858578
6.33227,0.858581
6.37958,0.859845
6.42668,0.858562
6.47312,0.858517
6.5206,0.858531
6.56688,0.85857
6.61362,0.858525
6.66109,0.858494
6.70921,0.858484
6.75566,0.858643
6.80208,0.858504
6.84926,0.858531
6.89494,0.858509
6.94294,0.858472
6.99051,0.858485
7.03718,0.858652
7.08379,0.858473
7.13035,0.858473
7.17729,0.858512
7.2251,0.858485
7.27312,0.858467
7.31969,0.858493
7.36609,0.858485
7.41414,0.85849
7.46008,0.858529
7.50743,0.858457
7.55585,0.858521
7.603,0.858568
7.64862,0.858492
7.69537,0.858512
7.74282,0.85848
7.7897,0.858444
7.8364,0.858442
7.88286,0.858447
7.92823,0.858887
7.97411,0.858454
8.02155,0.85965
8.06704,0.858452
8.11397,0.858446
8.16141,0.858461
8.20857,0.858443
8.25405,0.858439
8.30169,0.85846
8.34976,0.858433
8.39565,0.858452
8.44326,0.85844
8.48984,0.858459
8.53751,0.858429
8.5831,0.858432
8.63058,0.858427
8.67731,0.858537
8.72516,0.858434
8.77061,0.858422
8.81687,0.858437
8.8634,0.858451
8.91127,0.858421
8.95821,0.858419
9.00439,0.859023
9.05035,0.85843
9.09726,0.858435
9.14359,0.858419
9.18871,0.858422
9.2345,0.858415
9.2814,0.858442
9.32766,0.858533
9.37425,0.858415
9.42189,0.858419
9.46744,0.858413
