1.3866e-05,1.73647
0.000953353,1.71883
0.002278,0.994047
0.00326302,0.998755
0.00423277,0.995192
0.00523275,0.993209
0.00617416,0.992253
0.00709598,0.992077
0.00791264,0.992077
0.00875067,0.992077
0.00969,0.991706
0.0104419,0.991505
0.0112131,0.991505
0.012105,0.991505
0.0129483,0.991505
0.0138112,0.991508
0.0146645,0.991445
0.0155272,0.991445
0.0164402,0.991445
0.017319,0.991445
0.0182048,0.991445
0.0190996,0.991445
0.0199368,0.991445
0.0208051,0.991445
0.0216474,0.991445
0.0225337,0.991445
0.0234366,0.991445
0.024416,0.991445
0.0253543,0.991445
0.0263073,0.991445
0.0272331,0.991445
0.0280225,0.991445
0.028837,0.991445
0.0297195,0.991445
0.0305937,0.991445
0.0314783,0.991445
0.0322482,0.991445
0.0331292,0.991445
0.0339129,0.991445
0.0347784,0.991445
0.035721,0.991445
